10001317120,50.9214691,-1.3727209,Cobbett Road,Flats 1-10,Bitterne View  Flats 1-10  Cobbett Road  Bitterne Park  Southampton  England  SO18 1HJ  United Kingdom
10001317121,50.9214691,-1.3727209,Cobbett Road,Flats 1-10,Bitterne View  Flats 1-10  Cobbett Road  Bitterne Park  Southampton  England  SO18 1HJ  United Kingdom
10001317122,50.9214691,-1.3727209,Cobbett Road,Flats 1-10,Bitterne View  Flats 1-10  Cobbett Road  Bitterne Park  Southampton  England  SO18 1HJ  United Kingdom
10001317215,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317216,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317217,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317218,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317219,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317220,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317221,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317222,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317223,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317224,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317225,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317226,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317227,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317228,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317229,50.925372,-1.3693958,Sandringham Road,null,Sandringham Road  Bitterne Park  Southampton  England  SO18 1JJ  United Kingdom
10001317283,50.926608,-1.3718122,Appleton Road,null,Appleton Road  Bitterne Park  Southampton  England  SO18 1LB  United Kingdom
10001317312,50.9230219,-1.3738525,Cobden Avenue,Flats 1-6, 27,Flats 1-6  27  Cobden Avenue  Bitterne Park  Southampton  England  SO18 1FU  United Kingdom
