Asset_latitude,Asset_longitude,UPRN
50.9227574,-1.3731731,'100060690916
50.9222267,-1.3731376,'100060690917
50.922181,-1.3730101,'100060690918
50.9221896,-1.3729247,'100060690919
50.9221171,-1.372826,'100060690920
50.9224468,-1.3722667,'100060690921
50.9221166,-1.3727407,'100060690922
50.9224011,-1.3721251,'100060690923
50.9220438,-1.3725775,'100060690924
50.9223102,-1.3719413,'100060690925
50.9222008,-1.3716583,'100060690926
50.9219251,-1.3722311,'100060690927
50.9218156,-1.3719338,'100060690928
50.9218156,-1.3719338,'100060690929
50.9217513,-1.3716928,'100060690930
50.9211732,-1.3712026,'100060690931
50.921243,-1.3708033,'100060690932
50.9212509,-1.370604,'100060690933
50.921073,-1.3699834,'100060690934
50.9209946,-1.3697681,'100060690935
50.9209668,-1.369612,'100060690936
50.922638,-1.3727052,'100060690953
50.922638,-1.3727052,'100060690954
50.922638,-1.3727052,'100060690955
50.922638,-1.3727052,'100060690956
50.9225287,-1.3724506,'100060690957
50.9243536,-1.3740053,'100060690999
50.9246503,-1.3739871,'100060691000
50.9243531,-1.37392,'100060691001
50.9246498,-1.3739018,'100060691002
50.9243704,-1.3737917,'100060691003
50.9246672,-1.3738019,'100060691004
50.9243791,-1.3737347,'100060691005
50.9246847,-1.3737021,'100060691006
50.9243965,-1.3736206,'100060691007
50.9247111,-1.3735879,'100060691008
50.924414,-1.373535,'100060691009
50.9247197,-1.3735167,'100060691010
50.9244404,-1.3734208,'100060691011
50.924746,-1.3733882,'100060691012
50.924449,-1.3733496,'100060691013
50.9247635,-1.3733026,'100060691014
50.924484,-1.3731641,'100060691015
50.92479,-1.3732169,'100060691016
50.9244927,-1.3731071,'100060691017
50.9247985,-1.3731172,'100060691018
50.9324081,-1.3701116,'100060691710
50.932345,-1.3700698,'100060691711
50.9322726,-1.3699996,'100060691712
50.9322364,-1.3699574,'100060691713
50.9321821,-1.369887,'100060691714
50.9321369,-1.3698449,'100060691715
50.9320826,-1.3697887,'100060691716
50.9320374,-1.3697324,'100060691717
50.9319742,-1.3696906,'100060691718
50.9319469,-1.369634,'100060691719
50.9318747,-1.3695781,'100060691720
50.9318474,-1.3695215,'100060691721
50.9317751,-1.3694513,'100060691722
50.9317389,-1.3694091,'100060691723
50.9316756,-1.3693531,'100060691724
50.9316304,-1.3692968,'100060691725
50.9315579,-1.3691981,'100060691726
50.9315216,-1.3691417,'100060691727
50.9314401,-1.369029,'100060691728
50.9313857,-1.3689585,'100060691729
50.9313045,-1.3689027,'100060691730
50.9312051,-1.3688187,'100060691731
50.9311328,-1.3687485,'100060691732
50.9311056,-1.3687062,'100060691733
50.9310334,-1.3686503,'100060691734
50.9310151,-1.3685936,'100060691735
50.9309156,-1.3684953,'100060691736
50.9309518,-1.3685375,'100060691737
50.9271284,-1.3699127,'100060695241
50.9271284,-1.3699127,'100060695242
50.92711,-1.3698418,'100060695243
50.9270918,-1.3697994,'100060695244
50.9270914,-1.3697283,'100060695245
50.9270822,-1.3696857,'100060695246
50.9268209,-1.3695896,'100060695247
50.9267849,-1.3695901,'100060695248
50.9267578,-1.3695763,'100060695249
50.9267219,-1.3695767,'100060695250
50.9266591,-1.3696061,'100060695251
50.9266321,-1.3696064,'100060695252
50.9265961,-1.3696069,'100060695253
50.9265602,-1.3696074,'100060695254
50.9265333,-1.3696362,'100060695255
50.9264884,-1.3696368,'100060695256
50.9264614,-1.3696372,'100060695257
50.9264345,-1.3696518,'100060695258
50.9262107,-1.3698398,'100060695259
50.9262109,-1.3698682,'100060695260
50.9262112,-1.3699252,'100060695261
50.9254392,-1.3701917,'100060695262
50.9253944,-1.3702208,'100060695263
50.9254061,-1.3707186,'100060695264
50.9253315,-1.3702216,'100060695265
50.9253521,-1.3707051,'100060695266
50.9252236,-1.3702231,'100060695267
50.9252532,-1.3707065,'100060695268
50.9251606,-1.370224,'100060695269
50.9251901,-1.3706931,'100060695270
50.9249753,-1.369202,'100060695271
50.9251002,-1.3706943,'100060695272
50.9248594,-1.3693886,'100060695273
50.9250462,-1.3706808,'100060695274
50.9249654,-1.3707104,'100060695275
50.9250168,-1.3702259,'100060695276
50.9249808,-1.3702264,'100060695277
50.9247479,-1.3707244,'100060695278
50.9249088,-1.3702131,'100060695279
50.9246719,-1.3707112,'100060695280
50.9248638,-1.3702137,'100060695281
50.9246211,-1.3706649,'100060695282
50.9247466,-1.3701584,'100060695283
50.9245677,-1.370682,'100060695284
50.9245154,-1.3706358,'100060695285
50.924456,-1.3706719,'100060695286
50.9243978,-1.3706302,'100060695287
50.9256669,-1.3707293,'100060695288
50.925721,-1.3707428,'100060695289
50.925802,-1.3707702,'100060695290
50.9258651,-1.3707836,'100060695291
50.9258651,-1.3707836,'100060695292
50.9256819,-1.3701742,'100060695293
50.925919,-1.3707828,'100060695294
50.925919,-1.3707828,'100060695295
50.9257632,-1.37023,'100060695296
50.9260089,-1.3707816,'100060695297
50.9258351,-1.3702291,'100060695298
50.9260449,-1.3707811,'100060695299
50.9259252,-1.3702563,'100060695300
50.926135,-1.3708084,'100060695301
50.9259702,-1.3702699,'100060695302
50.9261889,-1.3708076,'100060695303
50.9260512,-1.370283,'100060695304
50.9260962,-1.3702824,'100060695305
50.9261952,-1.3702953,'100060695306
50.9265128,-1.3708317,'100060695307
50.9262491,-1.3702946,'100060695308
50.9266209,-1.3708729,'100060695309
50.926348,-1.3702933,'100060695310
50.9266479,-1.3708726,'100060695311
50.9267288,-1.3708715,'100060695312
50.9265367,-1.3702622,'100060695313
50.9267559,-1.3708853,'100060695314
50.9266269,-1.3703179,'100060695315
50.9267438,-1.3703164,'100060695316
50.9269088,-1.3708975,'100060695317
50.9268158,-1.3703154,'100060695318
50.9274692,-1.3714306,'100060695319
50.9270561,-1.3715216,'100060695320
50.9269536,-1.3708684,'100060695321
50.9268967,-1.3703143,'100060695322
50.9270344,-1.3708389,'100060695323
50.9269688,-1.3703418,'100060695324
50.9271604,-1.3708514,'100060695325
50.9270319,-1.3703694,'100060695326
50.9272143,-1.3708507,'100060695327
50.9271218,-1.3703682,'100060695328
50.9273223,-1.3708635,'100060695329
50.9271848,-1.3703673,'100060695330
50.9273674,-1.3708913,'100060695331
50.9272477,-1.3703665,'100060695332
50.9274484,-1.3708902,'100060695333
50.9273107,-1.3703798,'100060695334
50.9275383,-1.370889,'100060695335
50.9274186,-1.3703784,'100060695336
50.9275833,-1.3709026,'100060695337
50.9274727,-1.3703919,'100060695338
50.9276555,-1.3709443,'100060695339
50.9277725,-1.3709712,'100060695340
50.9275625,-1.3703764,'100060695341
50.9278176,-1.3709848,'100060695342
50.9278801,-1.3708986,'100060695343
50.9277787,-1.3704446,'100060695344
50.927907,-1.3708982,'100060695345
50.9278236,-1.3704298,'100060695346
50.9279884,-1.3709825,'100060695347
50.9278864,-1.3704147,'100060695348
50.9280421,-1.3709391,'100060695349
50.9279403,-1.3703998,'100060695350
50.9281141,-1.3709524,'100060695351
50.9280305,-1.3704555,'100060695352
50.9281771,-1.3709515,'100060695353
50.9280664,-1.3704407,'100060695354
50.92824,-1.3709507,'100060695355
50.9281474,-1.3704539,'100060695356
50.9282939,-1.3709357,'100060695357
50.9281923,-1.370439,'100060695358
50.9283927,-1.3709201,'100060695359
50.9285458,-1.3709608,'100060695360
50.9286179,-1.370974,'100060695361
50.9288065,-1.3709288,'100060695362
50.9288514,-1.3709282,'100060695363
50.928914,-1.3708562,'100060695364
50.9289589,-1.3708413,'100060695365
50.9290034,-1.3707554,'100060695366
50.9290572,-1.3707404,'100060695367
50.92912,-1.3707111,'100060695368
50.9291739,-1.3706961,'100060695369
50.9292549,-1.3707093,'100060695370
50.9292816,-1.370652,'100060695371
50.9293538,-1.3707079,'100060695372
50.9293806,-1.3706791,'100060695373
50.929453,-1.3707493,'100060695374
50.929498,-1.3707629,'100060695375
50.9294111,-1.3713333,'100060695376
50.9295887,-1.370904,'100060695377
50.929661,-1.3709741,'100060695378
50.9297063,-1.3710304,'100060695379
50.9297969,-1.3711573,'100060695380
50.9300516,-1.3717088,'100060695381
50.9300878,-1.371751,'100060695382
50.9301244,-1.3718644,'100060695383
50.9301607,-1.3719208,'100060695384
50.9301972,-1.3720199,'100060695385
50.9302246,-1.3721049,'100060695386
50.9302701,-1.3721897,'100060695387
50.9307021,-1.372255,'100060695388
50.9303063,-1.3722461,'100060695389
50.9307837,-1.372382,'100060695390
50.9303339,-1.3723596,'100060695391
50.9308202,-1.3724953,'100060695392
50.9303701,-1.3724018,'100060695393
50.9309109,-1.3726222,'100060695394
50.9304066,-1.3725009,'100060695395
50.9309742,-1.3726925,'100060695396
50.9304519,-1.3725572,'100060695397
50.9310463,-1.3727342,'100060695398
50.9305882,-1.3728258,'100060695399
50.9311006,-1.3727904,'100060695400
50.9306425,-1.372882,'100060695401
50.9311639,-1.3728465,'100060695402
50.930724,-1.3729947,'100060695403
50.9312449,-1.3728738,'100060695404
50.9307782,-1.3730367,'100060695405
50.9313169,-1.3728729,'100060695406
50.9308686,-1.3731351,'100060695407
50.9309138,-1.3731771,'100060695408
50.9310041,-1.3732471,'100060695409
50.9310674,-1.3733031,'100060695410
50.9316165,-1.3734096,'100060695411
50.9337257,-1.3692968,'100060698642
50.9333017,-1.3707257,'100060698643
50.9337432,-1.3692112,'100060698644
50.9333102,-1.370626,'100060698645
50.9337785,-1.3690827,'100060698646
50.9333094,-1.3704837,'100060698647
50.9338049,-1.3689827,'100060698648
50.933309,-1.3703983,'100060698649
50.9338311,-1.36884,'100060698650
50.9333081,-1.3702417,'100060698651
50.9338487,-1.3687686,'100060698652
50.9332897,-1.3701566,'100060698653
50.9338749,-1.3686259,'100060698654
50.9333249,-1.3700138,'100060698655
50.9339283,-1.3685114,'100060698656
50.9333244,-1.3699284,'100060698657
50.9333326,-1.3697718,'100060698659
50.9333411,-1.3696863,'100060698661
50.9333402,-1.3695155,'100060698663
50.9333397,-1.3694301,'100060698665
50.9333479,-1.3692735,'100060698667
50.9333475,-1.3692023,'100060698669
50.9333734,-1.3690028,'100060698671
50.933391,-1.3689456,'100060698673
50.933426,-1.3687601,'100060698675
50.9334436,-1.3686887,'100060698677
50.9334787,-1.3685175,'100060698679
50.9335053,-1.368446,'100060698681
50.9220591,-1.3754162,'100060702267
50.922023,-1.3753882,'100060702268
50.9218094,-1.3758179,'100060702269
50.9219864,-1.3752749,'100060702270
50.9217911,-1.375747,'100060702271
50.9219682,-1.3752325,'100060702272
