Asset_latitude,Asset_longitude,UPRN
50.9219406,-1.375119,'100060702273
50.9219224,-1.3750908,'100060702275
50.9219038,-1.374963,'100060702276
50.921662,-1.3751512,'100060702277
50.921662,-1.3751512,'100060702278
50.9218855,-1.3749064,'100060702279
50.9216614,-1.3750516,'100060702280
50.921858,-1.3748071,'100060702281
50.921634,-1.3749666,'100060702282
50.9218577,-1.3747502,'100060702283
50.9216066,-1.3748959,'100060702284
50.9222621,-1.3747795,'100060702285
50.9218303,-1.3746795,'100060702286
50.9216061,-1.3747963,'100060702287
50.9216061,-1.3747963,'100060702288
50.9216061,-1.3747963,'100060702289
50.9216061,-1.3747963,'100060702290
50.9216061,-1.3747963,'100060702291
50.9216061,-1.3747963,'100060702292
50.9216061,-1.3747963,'100060702293
50.9216061,-1.3747963,'100060702294
50.92206,-1.3755869,'100060702295
50.9220694,-1.3756579,'100060702296
50.9254179,-1.3729239,'100060704323
50.9254383,-1.3733647,'100060704324
50.9254721,-1.3729658,'100060704325
50.9255351,-1.372965,'100060704326
50.9255709,-1.3729361,'100060704327
50.9256249,-1.3729496,'100060704328
50.9256518,-1.372935,'100060704329
50.9257539,-1.3735312,'100060704330
50.9257324,-1.372877,'100060704331
50.9258256,-1.3734875,'100060704332
50.9258614,-1.3734586,'100060704333
50.9258131,-1.372819,'100060704334
50.9259331,-1.3734149,'100060704336
50.9259543,-1.3723191,'100060704337
50.92596,-1.3734004,'100060704338
50.9259208,-1.3727891,'100060704339
50.9260228,-1.3733711,'100060704340
50.9259742,-1.3726887,'100060704341
50.9259742,-1.3726887,'100060704342
50.9260766,-1.3733419,'100060704343
50.9260011,-1.3726741,'100060704344
50.9261394,-1.3732983,'100060704345
50.9260909,-1.3726445,'100060704346
50.9261088,-1.37263,'100060704347
50.9262733,-1.3731258,'100060704348
50.9261896,-1.3726005,'100060704349
50.9263453,-1.3731248,'100060704350
50.9262165,-1.3725859,'100060704351
50.9263722,-1.3731102,'100060704352
50.9264346,-1.3730098,'100060704353
50.9263241,-1.3725275,'100060704354
50.9265333,-1.37298,'100060704355
50.9263866,-1.3724555,'100060704356
50.9265691,-1.3729511,'100060704357
50.9266498,-1.3728931,'100060704358
50.9266199,-1.3723528,'100060704359
50.9266074,-1.3723811,'100060704360
50.9267217,-1.3728921,'100060704361
50.9266378,-1.3723383,'100060704362
50.9267184,-1.3722803,'100060704363
50.9268202,-1.3728196,'100060704364
50.9267453,-1.3722657,'100060704365
50.9267453,-1.3722657,'100060704366
50.9268561,-1.3727907,'100060704367
50.9268172,-1.3722505,'100060704368
50.9269279,-1.3727755,'100060704369
50.9268621,-1.3722357,'100060704370
50.9269548,-1.3727609,'100060704371
50.9269248,-1.3721921,'100060704372
50.9270175,-1.3727174,'100060704373
50.9270624,-1.3727025,'100060704374
50.9270232,-1.3720912,'100060704375
50.927125,-1.3726305,'100060704376
50.927068,-1.3720764,'100060704377
50.9271699,-1.3726157,'100060704378
50.9271672,-1.3721177,'100060704379
50.9272506,-1.3725719,'100060704380
50.9272478,-1.3720597,'100060704381
50.9273044,-1.372557,'100060704382
50.9273644,-1.3720012,'100060704383
50.9274661,-1.3725263,'100060704384
50.9275651,-1.372525,'100060704385
50.9276188,-1.3724816,'100060704386
50.9273492,-1.3725279,'100060704387
50.9273913,-1.3719866,'100060704388
50.9276811,-1.3723669,'100060704389
50.9274631,-1.3719572,'100060704390
50.9274631,-1.3719572,'100060704391
50.927708,-1.3723523,'100060704392
50.927499,-1.3719425,'100060704393
50.9277799,-1.3723371,'100060704394
50.9275795,-1.3718703,'100060704395
50.9278517,-1.3723077,'100060704396
50.9276875,-1.371883,'100060704397
50.9279054,-1.3722643,'100060704398
50.9277949,-1.371782,'100060704399
50.9279772,-1.3722349,'100060704400
50.9278753,-1.3716813,'100060704401
50.9280041,-1.3722203,'100060704402
50.92792,-1.371638,'100060704403
50.9280665,-1.3721198,'100060704404
50.9279738,-1.3716088,'100060704405
50.9281387,-1.3721758,'100060704406
50.9280276,-1.3715796,'100060704407
50.9281656,-1.3721612,'100060704408
50.9280815,-1.3715789,'100060704409
50.9282279,-1.3720465,'100060704410
50.9281353,-1.3715497,'100060704411
50.9282458,-1.372032,'100060704412
50.9281891,-1.3715063,'100060704413
50.9283358,-1.372045,'100060704414
50.9282339,-1.3714772,'100060704415
50.9283624,-1.3719593,'100060704416
50.9283061,-1.3715332,'100060704417
50.9284431,-1.3719155,'100060704418
50.9283419,-1.3715042,'100060704419
50.9284139,-1.3715033,'100060704420
50.9285328,-1.3718716,'100060704421
50.9284676,-1.3714598,'100060704422
50.9285686,-1.3718569,'100060704423
50.9285393,-1.3714162,'100060704424
50.9286765,-1.3718412,'100060704425
50.9285929,-1.3713585,'100060704426
50.9287212,-1.3717979,'100060704427
50.928775,-1.3717687,'100060704428
50.9288655,-1.3718671,'100060704429
50.9289193,-1.3718379,'100060704430
50.9290087,-1.3717514,'100060704431
50.9290173,-1.3716801,'100060704432
50.9290256,-1.3715377,'100060704433
50.9290251,-1.3714523,'100060704434
50.9292605,-1.371748,'100060704435
50.9293858,-1.3716324,'100060704436
50.9236366,-1.3711125,'100060709217
50.9234927,-1.3711002,'100060709218
50.9233489,-1.3711164,'100060709219
50.9232495,-1.3710323,'100060709220
50.9232485,-1.3708474,'100060709221
50.9232027,-1.3706773,'100060709222
50.9229253,-1.3709371,'100060709223
50.922953,-1.371079,'100060709224
50.9230076,-1.3711921,'100060709225
50.923044,-1.371277,'100060709226
50.9230807,-1.3714188,'100060709227
50.9229373,-1.3714918,'100060709228
50.9226049,-1.3715532,'100060709229
50.9227142,-1.3718221,'100060709230
50.9228114,-1.3715078,'100060709231
50.9228327,-1.3721193,'100060709232
50.9227689,-1.3719494,'100060709233
50.9230577,-1.3721589,'100060709234
50.9231287,-1.371973,'100060709235
50.9232,-1.3718582,'100060709236
50.9232625,-1.371772,'100060709237
50.9233249,-1.3716716,'100060709238
50.9233875,-1.3715996,'100060709239
50.9237922,-1.3716084,'100060709240
50.9239091,-1.3716068,'100060709241
50.9215995,-1.3752374,'100060713032
50.9214016,-1.3752258,'100060713033
50.9213209,-1.3752696,'100060713034
50.921294,-1.3752842,'100060713035
50.9213147,-1.3757961,'100060713036
50.9212042,-1.3752996,'100060713037
50.9212788,-1.3757966,'100060713038
50.9211683,-1.3753143,'100060713039
50.9212071,-1.3758544,'100060713040
50.9211148,-1.3754004,'100060713041
50.9211802,-1.3758548,'100060713042
50.9210789,-1.3754151,'100060713043
50.9210995,-1.3758986,'100060713044
50.921025,-1.3754301,'100060713045
50.9210726,-1.3759131,'100060713046
50.9209801,-1.3754449,'100060713047
50.9209822,-1.375829,'100060713048
50.9242726,-1.3756711,'100060713634
50.9243265,-1.3756562,'100060713635
50.9243805,-1.3756554,'100060713636
50.9244343,-1.3756263,'100060713637
50.9244971,-1.3756112,'100060713638
50.9244971,-1.3756112,'100060713639
50.9245512,-1.3756389,'100060713640
50.924635,-1.3761642,'100060713641
50.9246973,-1.3760353,'100060713642
50.924722,-1.3756224,'100060713643
50.9247332,-1.3760206,'100060713644
50.9248051,-1.3760197,'100060713646
50.9248388,-1.3755924,'100060713647
50.9248683,-1.3760615,'100060713648
50.9248683,-1.3760615,'100060713649
50.9249128,-1.3759898,'100060713650
50.9249465,-1.3755625,'100060713651
50.9249666,-1.3759464,'100060713652
50.9249826,-1.3755904,'100060713653
50.9250119,-1.3760169,'100060713654
50.9250455,-1.3755754,'100060713655
50.9250748,-1.3760018,'100060713656
50.9250904,-1.3755605,'100060713657
50.9250904,-1.3755605,'100060713658
50.9252192,-1.3760995,'100060713659
50.9252817,-1.3760275,'100060713660
50.9254231,-1.3755561,'100060713661
50.9254171,-1.3761111,'100060713662
50.9254799,-1.3760818,'100060713663
50.925504,-1.375555,'100060713664
50.9256573,-1.3756241,'100060713665
50.9256241,-1.3761368,'100060713666
50.9257111,-1.3756091,'100060713667
50.9256603,-1.376179,'100060713668
50.925838,-1.3757782,'100060713669
50.9257685,-1.3762486,'100060713670
50.9260272,-1.375861,'100060713671
50.9259642,-1.3758334,'100060713672
50.925931,-1.3763603,'100060713673
50.9261361,-1.3760303,'100060713674
50.9260034,-1.3764447,'100060713675
50.9261899,-1.3760153,'100060713676
50.9260395,-1.3764727,'100060713677
50.9262896,-1.3761563,'100060713678
50.9260939,-1.3765573,'100060713679
50.9264974,-1.3763385,'100060713680
50.9264163,-1.3762969,'100060713681
50.9261211,-1.3765854,'100060713682
50.926597,-1.376451,'100060713683
50.9262027,-1.3767124,'100060713684
50.9262393,-1.3768257,'100060713685
50.9261664,-1.3766559,'100060713686
50.9266783,-1.376521,'100060713687
50.9263654,-1.3768667,'100060713688
50.9267238,-1.3766343,'100060713689
50.9264919,-1.3769789,'100060713690
50.9264919,-1.3769789,'100060713691
50.9267965,-1.3767756,'100060713692
50.9267965,-1.3767756,'100060713693
50.9265554,-1.3770918,'100060713694
50.926628,-1.3772047,'100060713695
50.926628,-1.3772047,'100060713696
50.9268603,-1.376917,'100060713697
50.9267095,-1.3773174,'100060713698
50.9269144,-1.376959,'100060713699
50.9268451,-1.3774437,'100060713700
50.9269959,-1.3770575,'100060713701
50.9269267,-1.3775706,'100060713702
50.9270684,-1.3771561,'100060713703
50.9270263,-1.3776974,'100060713704
50.9269813,-1.3776837,'100060713705
50.9271589,-1.3772687,'100060713706
50.9271589,-1.3772687,'100060713707
50.9272068,-1.377823,'100060713708
50.9272491,-1.3773102,'100060713709
50.9274563,-1.3773786,'100060713711
50.9274409,-1.3778626,'100060713712
50.9275102,-1.3773779,'100060713713
50.9275664,-1.377804,'100060713714
50.9275639,-1.3773202,'100060713715
50.9276112,-1.3777607,'100060713716
50.9276087,-1.3773054,'100060713717
50.927674,-1.3777314,'100060713718
50.9276446,-1.3772907,'100060713719
50.9277279,-1.3777307,'100060713720
50.9276984,-1.3772615,'100060713721
50.9278087,-1.3777011,'100060713722
50.9277794,-1.3772604,'100060713723
50.9278714,-1.3776576,'100060713724
50.9278421,-1.3772311,'100060713725
50.9279343,-1.3776426,'100060713726
50.9279138,-1.3771733,'100060713727
50.927997,-1.377599,'100060713728
50.9279496,-1.3771443,'100060713729
50.9280686,-1.3775269,'100060713730
50.9280394,-1.3771147,'100060713731
50.9281134,-1.3775121,'100060713732
50.9281021,-1.3770711,'100060713733
50.9281942,-1.3774826,'100060713734
50.928147,-1.3770705,'100060713735
50.928248,-1.3774534,'100060713736
50.9282366,-1.3769982,'100060713737
50.9283378,-1.3774237,'100060713738
50.9282633,-1.3769551,'100060713739
50.9284096,-1.3773943,'100060713740
50.928362,-1.3769111,'100060713741
50.9284249,-1.3768961,'100060713742
50.9284697,-1.376867,'100060713743
50.9285686,-1.3768657,'100060713744
50.9286042,-1.3767941,'100060713745
50.9286759,-1.3767504,'100060713746
50.9287653,-1.3766638,'100060713747
50.9288012,-1.3766491,'100060713748
50.9288732,-1.3766482,'100060713749
50.928918,-1.3766191,'100060713750
50.9289805,-1.3765471,'100060713751
50.9291599,-1.3764593,'100060713752
50.929241,-1.3764867,'100060713753
50.9293125,-1.3764004,'100060713754
50.9293302,-1.3763575,'100060713755
50.9294473,-1.3763843,'100060713756
50.929465,-1.3763272,'100060713757
50.9295726,-1.3762831,'100060713758
50.9295906,-1.3762828,'100060713759
50.9297072,-1.3762243,'100060713760
50.929761,-1.3761952,'100060713761
50.9297968,-1.3761662,'100060713762
50.9298864,-1.3761081,'100060713763
50.9299133,-1.3760793,'100060713764
50.9300211,-1.3760636,'100060713765
50.9301224,-1.3765034,'100060713766
50.9300478,-1.3760063,'100060713767
50.930167,-1.3764316,'100060713768
50.9301556,-1.3759906,'100060713769
50.9302297,-1.3763881,'100060713770
50.9302094,-1.3759615,'100060713771
50.9303105,-1.3763728,'100060713772
50.9302811,-1.3759178,'100060713773
50.9303732,-1.3763293,'100060713774
50.9303348,-1.3758744,'100060713775
50.9304362,-1.3763284,'100060713776
50.9304067,-1.3758592,'100060713777
50.9304987,-1.3762422,'100060713778
50.9304783,-1.3758013,'100060713779
50.9305615,-1.3762129,'100060713780
50.930541,-1.3757578,'100060713781
50.9306245,-1.3762263,'100060713782
50.9306038,-1.3757285,'100060713783
50.9306962,-1.3761826,'100060713784
50.9306846,-1.375699,'100060713785
50.9307679,-1.376139,'100060713786
50.9307114,-1.3756701,'100060713787
50.9308217,-1.3761098,'100060713788
50.9308103,-1.3756546,'100060713789
50.9309209,-1.3761654,'100060713790
50.9308461,-1.3756256,'100060713791
50.9309561,-1.3760226,'100060713792
50.9308998,-1.3755822,'100060713793
50.9309919,-1.3759794,'100060713794
50.9309919,-1.3759794,'100060713795
50.9309984,-1.375524,'100060713796
50.9310815,-1.3759213,'100060713797
50.9310611,-1.3754805,'100060713798
50.9311353,-1.3759064,'100060713799
50.9311057,-1.3754087,'100060713800
50.931216,-1.3758484,'100060713801
50.9311503,-1.3753512,'100060713802
50.9312698,-1.3758192,'100060713803
50.9312131,-1.3753077,'100060713804
50.9313145,-1.3757759,'100060713805
50.9312668,-1.3752642,'100060713806
50.9313861,-1.375718,'100060713807
50.9312842,-1.3751502,'100060713808
50.9314304,-1.3755893,'100060713809
50.9313379,-1.3751068,'100060713810
50.931484,-1.3755317,'100060713811
50.9313824,-1.3750208,'100060713812
50.9314091,-1.3749777,'100060713813
50.9314356,-1.3748778,'100060713814
50.9314711,-1.3748061,'100060713815
50.9314977,-1.3747204,'100060713816
50.9315421,-1.3746202,'100060713817
50.9315777,-1.3745485,'100060713818
50.9315226,-1.3743501,'100060713819
50.9316666,-1.3743624,'100060713820
50.931693,-1.3742482,'100060713821
50.9317375,-1.3741622,'100060713822
50.9318088,-1.3740474,'100060713823
50.9318172,-1.3739477,'100060713824
50.9318437,-1.3738477,'100060713825
50.9318793,-1.373776,'100060713826
50.9319148,-1.3737044,'100060713827
50.9319592,-1.37359,'100060713828
50.9320468,-1.3731619,'100060713830
50.9320737,-1.3731331,'100060713831
50.9321362,-1.3730611,'100060713832
50.9321629,-1.3730038,'100060713833
50.9322077,-1.3729747,'100060713834
50.9322252,-1.3728891,'100060713835
50.9322429,-1.3728319,'100060713836
50.9322786,-1.3727888,'100060713837
50.9323054,-1.3727457,'100060713838
50.932332,-1.3726742,'100060713839
50.9323587,-1.3726169,'100060713840
50.9323853,-1.3725596,'100060713841
50.932403,-1.3725025,'100060713842
50.9324478,-1.3724734,'100060713843
50.9324745,-1.3724161,'100060713844
50.9324922,-1.372359,'100060713845
50.9325278,-1.3723015,'100060713846
50.9325453,-1.3722159,'100060713847
50.9325812,-1.372187,'100060713848
50.9326168,-1.3721296,'100060713849
50.9326434,-1.3720581,'100060713850
50.932679,-1.3719864,'100060713851
50.9327056,-1.3719149,'100060713852
50.9327322,-1.3718434,'100060713853
50.9327589,-1.3718003,'100060713854
50.9328121,-1.3716573,'100060713855
50.9328386,-1.3715573,'100060713856
50.9212497,-1.3687261,'100060716156
50.9212857,-1.3687256,'100060716157
50.9213576,-1.3687104,'100060716158
50.9214025,-1.3687098,'100060716159
50.9229405,-1.3687601,'100060716163
50.9230666,-1.3687868,'100060716164
50.9232013,-1.3687566,'100060716165
50.9233271,-1.3687406,'100060716174
50.9234529,-1.3687105,'100060716176
50.9236056,-1.3686799,'100060716178
50.9236954,-1.3686645,'100060716180
50.9238759,-1.3687759,'100060716181
50.9239389,-1.3687892,'100060716183
50.9240646,-1.3687591,'100060716185
50.9256859,-1.3742578,'100060718600
50.9263164,-1.3744485,'100060718601
50.9257577,-1.3742283,'100060718602
50.9263522,-1.3744195,'100060718603
50.9258115,-1.3741992,'100060718604
50.92591,-1.3741267,'100060718605
50.926442,-1.3743899,'100060718606
50.9259728,-1.3740974,'100060718607
50.9264868,-1.3743608,'100060718608
50.9260446,-1.374068,'100060718609
50.9265588,-1.3743741,'100060718610
50.9261074,-1.3740387,'100060718611
50.9266124,-1.3743022,'100060718612
50.9261694,-1.3738671,'100060718613
50.9266841,-1.3742586,'100060718614
50.9261963,-1.3738525,'100060718615
50.9267467,-1.3742008,'100060718616
50.9262957,-1.3739365,'100060718617
50.9268097,-1.3742,'100060718618
50.9268814,-1.3741563,'100060718619
50.9263764,-1.3738928,'100060718620
50.9269352,-1.3741271,'100060718621
50.9264571,-1.3738632,'100060718622
50.9270069,-1.3740977,'100060718623
50.9265019,-1.3738342,'100060718624
50.9270605,-1.3740259,'100060718625
50.9265467,-1.3738051,'100060718626
50.9270964,-1.3740111,'100060718627
50.9266185,-1.3737614,'100060718628
50.9271772,-1.3739816,'100060718629
50.9266812,-1.3737321,'100060718630
50.9272131,-1.3739669,'100060718631
50.926735,-1.373703,'100060718632
50.9272939,-1.3739516,'100060718633
50.9267978,-1.3736737,'100060718634
50.9273208,-1.373937,'100060718635
50.9268427,-1.3736588,'100060718636
50.9273744,-1.3738651,'100060718637
50.9269056,-1.3736438,'100060718638
50.9274105,-1.3738931,'100060718639
50.9269504,-1.3736147,'100060718640
50.9270133,-1.3735996,'100060718641
50.9270401,-1.3735708,'100060718642
50.9275806,-1.3737485,'100060718643
50.9271024,-1.3734561,'100060718644
50.9276255,-1.3737337,'100060718645
50.9271382,-1.3734272,'100060718646
50.9276973,-1.3737042,'100060718647
50.9272282,-1.373426,'100060718648
50.9277331,-1.3736753,'100060718649
50.9272461,-1.3734115,'100060718650
50.927805,-1.3736743,'100060718651
50.9273448,-1.3733817,'100060718652
50.927832,-1.373674,'100060718653
50.9274076,-1.3733524,'100060718654
50.9279035,-1.3735876,'100060718655
50.9274794,-1.373323,'100060718656
50.9279753,-1.3735582,'100060718657
50.9280382,-1.3735574,'100060718658
50.928083,-1.3735283,'100060718659
50.92756,-1.373265,'100060718660
50.9281458,-1.373499,'100060718661
50.9276498,-1.3732353,'100060718662
50.9281816,-1.3734701,'100060718663
50.9276857,-1.3732206,'100060718664
50.9282353,-1.3734124,'100060718665
50.9277573,-1.3731627,'100060718666
50.9283161,-1.3733971,'100060718667
50.9277933,-1.3731622,'100060718668
50.9284772,-1.3732526,'100060718669
50.928504,-1.3732096,'100060718671
50.927892,-1.3731325,'100060718672
50.9285848,-1.3731943,'100060718673
50.9279545,-1.373032,'100060718674
50.9286206,-1.3731653,'100060718675
50.9280352,-1.3730025,'100060718676
50.9286923,-1.3731217,'100060718677
50.9287552,-1.3731066,'100060718678
50.9287552,-1.3731066,'100060718679
50.9280981,-1.3729874,'100060718680
50.9288269,-1.3730629,'100060718681
50.9281609,-1.3729581,'100060718682
50.9288808,-1.373048,'100060718683
50.9282145,-1.3729004,'100060718684
50.9290063,-1.3729751,'100060718685
50.9282866,-1.3729137,'100060718686
50.9290331,-1.3729463,'100060718687
50.9283314,-1.3728989,'100060718688
50.929114,-1.372931,'100060718689
50.9283942,-1.3728696,'100060718690
50.9291498,-1.3729021,'100060718691
50.928439,-1.3728263,'100060718692
50.9292213,-1.37283,'100060718693
50.9292663,-1.3728293,'100060718694
50.9285197,-1.3727825,'100060718695
50.9285735,-1.3727675,'100060718696
50.9286362,-1.3727098,'100060718697
50.9286811,-1.3726949,'100060718698
50.9293381,-1.3727999,'100060718699
50.9287439,-1.3726799,'100060718700
50.9293648,-1.3727569,'100060718701
50.9287887,-1.3726366,'100060718702
50.9294365,-1.3727132,'100060718703
50.9288514,-1.372593,'100060718704
50.9294724,-1.3726985,'100060718705
50.9288964,-1.3726067,'100060718706
50.9295533,-1.3726832,'100060718707
50.9289591,-1.3725631,'100060718708
50.9295891,-1.3726542,'100060718709
50.9289949,-1.3725342,'100060718710
50.9290578,-1.3725191,'100060718711
50.9290935,-1.3724759,'100060718712
50.9291472,-1.3724183,'100060718713
50.9297678,-1.3724384,'100060718714
50.9292639,-1.3723883,'100060718715
50.9298121,-1.3723239,'100060718716
50.9293088,-1.3723734,'100060718717
50.929848,-1.3723092,'100060718718
50.9293715,-1.3723299,'100060718719
50.9298743,-1.3721808,'100060718720
50.9294074,-1.3723152,'100060718721
50.9299102,-1.3721661,'100060718722
50.9294701,-1.3722574,'100060718723
50.9299545,-1.3720374,'100060718724
50.929497,-1.3722428,'100060718725
50.9295505,-1.3721567,'100060718726
50.9295862,-1.3721135,'100060718727
50.9296216,-1.3720135,'100060718728
50.9296484,-1.3719704,'100060718729
50.9297106,-1.3718273,'100060718730
50.9297462,-1.3717699,'100060718731
50.9297729,-1.3717126,'100060718732
50.9298174,-1.3716266,'100060718733
50.9298441,-1.3715836,'100060718734
50.9298796,-1.3714835,'100060718735
50.9298973,-1.3714263,'100060718736
50.9253489,-1.3684428,'100060719175
50.9258712,-1.3685923,'100060719176
50.9258168,-1.3684934,'100060719178
50.9274995,-1.3770507,'100060720177
50.9271556,-1.3766569,'100060720178
50.9274991,-1.3769938,'100060720179
50.9274988,-1.3769369,'100060720180
50.9274983,-1.3768373,'100060720181
50.9274979,-1.3767662,'100060720182
50.927449,-1.3760269,'100060720540
50.9275119,-1.3760261,'100060720541
50.9275837,-1.3759967,'100060720542
50.9276315,-1.3765225,'100060720543
50.9276377,-1.3759959,'100060720544
50.9276758,-1.3763938,'100060720545
50.9277095,-1.3759665,'100060720546
50.9277298,-1.3764074,'100060720547
50.9277722,-1.375923,'100060720548
50.9278197,-1.3764061,'100060720549
50.9278529,-1.3758792,'100060720550
50.9278642,-1.3763202,'100060720551
50.9278887,-1.3758503,'100060720552
50.9279269,-1.3762766,'100060720553
50.9279515,-1.3758352,'100060720554
50.9279897,-1.3762331,'100060720555
50.9279963,-1.3757919,'100060720556
50.9280525,-1.3762038,'100060720557
50.928068,-1.3757483,'100060720558
50.9281332,-1.3761743,'100060720559
50.928104,-1.3757478,'100060720560
50.9282051,-1.3761591,'100060720561
50.9281847,-1.375704,'100060720562
50.9282862,-1.3762007,'100060720563
50.9282205,-1.3756751,'100060720564
50.9282946,-1.3760867,'100060720565
50.9282923,-1.3756457,'100060720566
50.9283934,-1.376057,'100060720567
50.9283189,-1.3755884,'100060720568
50.928447,-1.3759993,'100060720569
50.9285008,-1.3759559,'100060720570
50.9284357,-1.3755584,'100060720571
50.9285725,-1.3759265,'100060720572
50.9285725,-1.3759265,'100060720573
50.9284986,-1.3755575,'100060720574
50.9286353,-1.3758972,'100060720575
50.9285343,-1.3755001,'100060720576
50.928698,-1.3758537,'100060720577
50.9286059,-1.3754422,'100060720578
50.9287697,-1.37581,'100060720579
50.9286419,-1.3754418,'100060720580
50.9288235,-1.3757808,'100060720581
50.9286957,-1.3754268,'100060720582
50.929012,-1.3757072,'100060720583
50.9287404,-1.3753693,'100060720584
50.9290568,-1.3756781,'100060720585
50.9290568,-1.3756781,'100060720586
50.9291194,-1.3756203,'100060720587
50.9290094,-1.3752234,'100060720588
50.9291915,-1.3756336,'100060720589
50.9290723,-1.3752083,'100060720590
50.9292541,-1.3755758,'100060720591
50.9291171,-1.3751935,'100060720592
50.9293167,-1.3755181,'100060720593
50.9293794,-1.3754746,'100060720594
50.9294512,-1.3754451,'100060720595
50.929341,-1.3750197,'100060720596
50.929505,-1.3754017,'100060720597
50.929404,-1.3750189,'100060720598
50.9295678,-1.3753866,'100060720599
50.9294487,-1.3749756,'100060720600
50.9296485,-1.3753429,'100060720601
50.9295475,-1.37496,'100060720602
50.9297114,-1.3753278,'100060720603
50.9295834,-1.3749453,'100060720604
50.9297649,-1.3752417,'100060720605
50.929673,-1.3748872,'100060720606
50.9298457,-1.3752264,'100060720607
50.9297268,-1.374858,'100060720608
50.9298905,-1.3751973,'100060720609
50.9298254,-1.3747855,'100060720610
50.9299533,-1.375168,'100060720611
50.930052,-1.375124,'100060720612
50.9299241,-1.3747558,'100060720613
50.9300878,-1.3750951,'100060720614
50.9299868,-1.374698,'100060720615
50.9301688,-1.375094,'100060720616
50.9300495,-1.3746545,'100060720617
50.9302313,-1.375022,'100060720618
50.9301214,-1.3746535,'100060720619
50.9303031,-1.3749926,'100060720620
50.9301752,-1.3746243,'100060720621
50.9303658,-1.374949,'100060720622
50.9302468,-1.3745522,'100060720623
50.9304106,-1.37492,'100060720624
50.9303006,-1.3745372,'100060720625
50.9304733,-1.3748622,'100060720626
50.930372,-1.3744224,'100060720627
50.9305271,-1.374833,'100060720628
50.9305271,-1.374833,'100060720629
50.9304169,-1.3744076,'100060720630
50.9305895,-1.3747326,'100060720631
50.9304974,-1.3743354,'100060720632
50.9306613,-1.3747174,'100060720633
50.9305241,-1.3742923,'100060720634
50.930715,-1.374674,'100060720635
50.9305955,-1.3741775,'100060720636
50.9307948,-1.3744595,'100060720637
50.93064,-1.3741058,'100060720638
50.9308395,-1.3744019,'100060720639
50.9306845,-1.3740056,'100060720640
50.9309111,-1.3743441,'100060720641
50.9307291,-1.3739481,'100060720642
50.9307291,-1.3739481,'100060720643
50.9309196,-1.3742443,'100060720644
50.9307647,-1.3738764,'100060720645
50.9307647,-1.3738764,'100060720646
50.9309731,-1.3741582,'100060720647
50.930818,-1.3737619,'100060720648
50.9309907,-1.3741011,'100060720649
50.9308442,-1.373734,'100060720650
50.9310529,-1.3739579,'100060720651
50.9309163,-1.3736325,'100060720652
50.9310796,-1.3739007,'100060720653
50.9309516,-1.3735182,'100060720654
50.9311332,-1.373843,'100060720655
50.9314052,-1.3725728,'100060720656
50.9311508,-1.3737716,'100060720657
50.9314498,-1.3725011,'100060720658
50.9312135,-1.3737139,'100060720659
50.931503,-1.3723723,'100060720660
50.9312311,-1.3736425,'100060720661
50.9315475,-1.3722863,'100060720662
50.9313839,-1.3736404,'100060720663
50.931645,-1.3720146,'100060720664
50.9315741,-1.3722148,'100060720665
50.9314195,-1.3735688,'100060720666
50.9314195,-1.3735688,'100060720667
50.9316895,-1.3719286,'100060720668
50.9314544,-1.3733691,'100060720669
50.9317341,-1.3718569,'100060720670
50.9315334,-1.3730123,'100060720671
50.9317784,-1.3717424,'100060720672
50.93156,-1.3729407,'100060720673
50.931814,-1.3716708,'100060720674
50.9315955,-1.3728549,'100060720675
50.9318673,-1.371542,'100060720676
50.9316312,-1.3727975,'100060720677
50.9318938,-1.3714563,'100060720678
50.9316577,-1.3726975,'100060720679
50.9319472,-1.3713559,'100060720680
50.9316933,-1.3726401,'100060720681
50.9319827,-1.3712701,'100060720682
50.9317379,-1.3725683,'100060720683
50.9320361,-1.3711697,'100060720684
50.9317645,-1.3724968,'100060720685
50.9320716,-1.3710839,'100060720686
50.931809,-1.3724109,'100060720687
50.9321071,-1.3709838,'100060720688
50.9318356,-1.3723393,'100060720689
50.9321427,-1.3709121,'100060720690
50.9318711,-1.3722535,'100060720691
50.932196,-1.3707976,'100060720692
50.9319068,-1.3721961,'100060720693
50.9322406,-1.3707258,'100060720694
50.9319423,-1.3721102,'100060720695
50.9319689,-1.3720387,'100060720696
50.9320134,-1.3719527,'100060720697
50.932031,-1.3718956,'100060720698
50.9320845,-1.3718094,'100060720699
50.9321021,-1.3717381,'100060720700
50.9321466,-1.3716521,'100060720701
50.9321733,-1.3715948,'100060720702
50.9322088,-1.3715089,'100060720703
50.9322445,-1.3714515,'100060720704
50.9322799,-1.3713514,'100060720705
50.9323067,-1.3713084,'100060720706
50.932387,-1.3711934,'100060720707
50.9324316,-1.3711359,'100060720708
50.932494,-1.3710355,'100060720709
50.9234506,-1.3800074,'100060723944
50.9234147,-1.3800221,'100060723945
50.9233789,-1.380051,'100060723946
50.9233341,-1.3800801,'100060723947
50.9232893,-1.3801091,'100060723948
50.9232445,-1.3801382,'100060723949
50.9231548,-1.3801821,'100060723950
50.92311,-1.3802111,'100060723951
50.9230652,-1.3802544,'100060723952
50.9230294,-1.3802833,'100060723953
50.9229937,-1.3803265,'100060723954
50.9229399,-1.3803556,'100060723955
50.922886,-1.3803706,'100060723956
50.9251342,-1.3803691,'100060725873
50.9251336,-1.3802553,'100060725874
50.9251512,-1.3801839,'100060725875
